採樣時間,測站名稱,經度,緯度,一氧化碳,一氧化氮,二氧化氮,氮氧化物,臭氧,懸浮微粒,細懸浮微粒,二氧化硫,甲烷,非甲烷碳氫化合物,總碳氫化合物,風向,風速,溫度,相對濕度,空氣品質指標
2018-09-10 11:00:00,靜心湖站,121.01372,24.77834,0.52,0.8,5.4,15.8,45.5,12.0,3.0,0.8,2.34,0.15,2.49,39.4,3.0,28.3,71.8,43.0
2018-09-10 12:00:00,力行站,121.016270,24.766508,0.61,4.5,10.9,15.3,36.9,15.0,3.0,4.8,2.03,0.16,2.19,52.0,5.3,28.5,72.5,35.0
2018-09-10 12:00:00,興業站,120.989823,24.778000,0.54,1.2,6.1,7.3,42.1,10.0,4.0,2.7,2.02,0.1,2.13,53.0,3.4,29.0,69.5,43.0
2018-09-10 12:00:00,靜心湖站,121.01372,24.77834,0.52,0.7,4.9,15.3,43.8,12.0,5.0,3.3,2.11,0.14,2.25,40.1,2.5,29.1,70.1,43.0
2018-09-10 13:00:00,力行站,121.016270,24.766508,0.55,3.9,10.2,14.2,35.7,15.0,3.0,4.7,2.03,0.15,2.18,45.0,5.2,28.5,73.1,34.0
2018-09-10 13:00:00,興業站,120.989823,24.778000,0.52,1.2,5.2,6.4,40.4,10.0,5.0,1.9,1.99,0.08,2.07,56.0,3.7,29.1,68.8,41.0
2018-09-10 13:00:00,靜心湖站,121.01372,24.77834,0.52,0.9,5.5,14.2,40.3,10.0,5.0,3.8,2.19,0.21,2.4,13.3,3.0,28.7,72.5,42.0
2018-09-10 14:00:00,力行站,121.016270,24.766508,0.58,4.8,11.9,16.6,32.3,15.0,4.0,4.5,2.02,0.15,2.17,45.0,5.0,27.9,76.7,34.0
2018-09-10 14:00:00,興業站,120.989823,24.778000,0.53,1.2,6.8,8.0,37.1,12.0,4.0,2.2,2.01,0.13,2.15,47.0,3.3,27.8,77.3,39.0
2018-09-10 14:00:00,靜心湖站,121.01372,24.77834,0.54,0.7,7.2,16.6,38.4,8.0,4.0,3.9,2.3,0.21,2.51,11.4,3.2,27.5,78.6,41.0
2018-09-10 15:00:00,力行站,121.016270,24.766508,0.62,3.9,13.5,17.4,31.9,11.0,3.0,4.6,2.02,0.18,2.2,44.0,4.5,27.8,77.6,33.0
2018-09-10 15:00:00,興業站,120.989823,24.778000,0.54,1.1,7.6,8.8,36.1,13.0,3.0,2.6,2.0,0.11,2.11,45.0,3.1,27.7,78.3,38.0
2018-09-10 15:00:00,靜心湖站,121.01372,24.77834,0.58,0.8,7.6,17.4,38.3,9.0,4.0,3.4,2.37,0.21,2.58,3.8,2.5,27.6,78.7,40.0
2018-09-10 16:00:00,力行站,121.016270,24.766508,0.76,4.0,17.7,21.6,27.3,11.0,1.0,4.5,2.06,0.13,2.19,44.0,3.7,27.3,80.3,33.0
2018-09-10 16:00:00,興業站,120.989823,24.778000,0.62,1.1,9.8,11.0,32.8,9.0,3.0,2.4,1.99,0.1,2.09,35.0,2.5,26.9,82.6,37.0
2018-09-10 16:00:00,靜心湖站,121.01372,24.77834,0.63,0.4,9.6,21.6,35.2,12.0,3.0,3.4,1.87,0.16,2.03,9.0,2.5,27.3,80.5,40.0
2018-09-10 17:00:00,力行站,121.016270,24.766508,0.82,5.3,21.1,26.5,19.6,11.0,3.0,4.4,2.03,0.19,2.22,45.0,2.5,26.5,83.5,32.0
2018-09-10 17:00:00,興業站,120.989823,24.778000,0.76,1.6,12.5,14.1,25.4,6.0,3.0,2.3,2.06,0.12,2.19,36.0,1.9,26.0,87.2,36.0
2018-09-10 17:00:00,靜心湖站,121.01372,24.77834,0.67,0.0,10.1,26.5,28.6,11.0,4.0,3.4,1.6,0.16,1.76,20.3,1.4,26.6,83.3,39.0
2018-09-10 18:00:00,力行站,121.016270,24.766508,0.77,6.3,19.8,26.1,11.3,10.0,3.0,4.7,2.02,0.16,2.19,65.0,2.3,26.1,82.9,31.0
2018-09-10 18:00:00,興業站,120.989823,24.778000,0.8,2.3,15.1,17.4,14.7,8.0,2.0,2.5,2.04,0.14,2.19,52.0,1.9,25.9,84.4,34.0
2018-09-10 18:00:00,靜心湖站,121.01372,24.77834,0.66,0.2,10.6,26.1,19.2,7.0,5.0,3.3,1.6,0.2,1.8,59.4,1.1,26.3,81.6,37.0
2018-09-10 19:00:00,力行站,121.016270,24.766508,0.74,4.8,19.8,24.6,9.0,10.0,3.0,5.0,2.03,0.15,2.18,52.0,1.9,25.8,83.5,27.0
2018-09-10 19:00:00,興業站,120.989823,24.778000,0.7,1.4,12.6,14.0,12.4,8.0,2.0,2.4,2.03,0.12,2.15,48.0,1.5,25.6,83.0,31.0
2018-09-10 19:00:00,靜心湖站,121.01372,24.77834,0.66,0.3,11.0,24.6,16.2,4.0,3.0,4.2,1.72,0.18,1.9,25.0,1.1,26.0,82.0,33.0
2018-09-10 20:00:00,力行站,121.016270,24.766508,0.67,4.2,18.6,22.8,9.2,10.0,3.0,4.9,2.01,0.12,2.14,53.0,1.8,25.7,82.9,23.0
2018-09-10 20:00:00,興業站,120.989823,24.778000,0.69,0.8,14.0,14.8,9.8,6.0,2.0,2.9,2.0,0.09,2.1,51.0,1.2,25.4,83.7,28.0
2018-09-10 20:00:00,靜心湖站,121.01372,24.77834,0.63,0.3,10.6,22.8,15.7,4.0,3.0,4.5,1.8,0.17,1.97,25.7,1.0,26.0,81.4,30.0
2018-09-10 21:00:00,力行站,121.016270,24.766508,0.61,3.4,16.4,19.8,9.1,10.0,3.0,4.9,2.01,0.14,2.15,94.0,1.8,25.2,86.0,20.0
2018-09-10 21:00:00,興業站,120.989823,24.778000,0.63,0.7,11.3,12.0,11.9,3.0,0.0,2.2,1.97,0.07,2.05,78.0,1.4,25.3,85.5,24.0
2018-09-10 21:00:00,靜心湖站,121.01372,24.77834,0.6,0.3,9.9,19.8,14.9,3.0,1.0,3.8,1.64,0.17,1.81,77.8,0.7,25.5,84.7,27.0
2018-09-10 22:00:00,力行站,121.016270,24.766508,0.63,6.4,18.8,25.2,6.2,14.0,3.0,4.6,2.03,0.17,2.2,80.0,1.2,25.0,87.1,18.0
2018-09-10 22:00:00,興業站,120.989823,24.778000,0.6,0.8,11.9,12.6,9.6,1.0,0.0,1.8,1.96,0.1,2.07,68.0,0.8,25.1,87.1,21.0
2018-09-10 22:00:00,靜心湖站,121.01372,24.77834,0.58,0.1,10.5,25.2,13.6,3.0,1.0,3.6,1.73,0.22,1.95,56.5,0.4,25.4,85.7,24.0
2018-09-10 23:00:00,力行站,121.016270,24.766508,0.55,2.7,15.0,17.7,7.5,14.0,2.0,4.9,2.06,0.16,2.22,66.0,0.8,25.0,87.3,18.0
2018-09-10 23:00:00,靜心湖站,121.01372,24.77834,0.53,0.1,9.1,17.7,13.2,2.0,2.0,4.0,1.79,0.18,1.97,32.3,0.1,25.2,87.4,21.0
2018-09-11 00:00:00,力行站,121.016270,24.766508,0.62,1.5,11.7,13.2,4.8,12.0,1.0,4.9,2.08,0.11,2.2,200.0,0.4,24.1,92.1,14.0
2018-09-11 00:00:00,興業站,120.989823,24.778000,0.46,1.5,12.7,14.2,8.1,2.0,0.0,1.4,2.01,0.14,2.15,49.0,1.0,24.9,87.3,15.0
2018-09-11 00:00:00,靜心湖站,121.01372,24.77834,0.61,4.6,19.7,13.2,9.3,5.0,5.0,3.8,2.22,0.23,2.45,159.5,0.6,24.8,89.7,19.0
2018-09-11 01:00:00,力行站,121.016270,24.766508,0.59,0.3,8.6,9.0,7.4,14.0,1.0,5.0,2.03,0.16,2.19,215.0,0.3,24.0,93.3,11.0
2018-09-11 01:00:00,興業站,120.989823,24.778000,0.59,7.0,24.3,31.2,8.0,24.0,12.0,1.8,2.04,0.13,2.17,182.0,0.8,24.4,91.3,24.0
2018-09-11 01:00:00,靜心湖站,121.01372,24.77834,0.62,0.2,11.4,9.0,14.7,11.0,9.0,3.1,2.08,0.41,2.49,160.4,0.3,24.7,91.2,19.0
2018-09-11 02:00:00,力行站,121.016270,24.766508,0.9,0.4,7.7,8.1,5.1,13.0,2.0,4.7,2.02,0.16,2.18,240.0,0.4,23.7,94.8,12.0
2018-09-11 02:00:00,興業站,120.989823,24.778000,0.56,5.6,23.0,28.5,7.4,28.0,13.0,1.6,2.02,0.12,2.15,193.0,1.1,24.4,91.0,23.0
2018-09-11 02:00:00,靜心湖站,121.01372,24.77834,0.63,8.2,22.1,8.1,6.7,16.0,11.0,3.3,1.98,0.28,2.26,202.1,0.1,24.2,93.4,14.0
2018-09-11 03:00:00,力行站,121.016270,24.766508,0.57,2.7,7.1,9.8,3.1,14.0,1.0,4.6,2.02,0.15,2.17,151.0,0.2,23.5,95.9,11.0
2018-09-11 03:00:00,興業站,120.989823,24.778000,0.56,4.1,18.9,23.0,7.2,24.0,13.0,1.5,2.0,0.18,2.19,160.0,0.9,24.3,92.4,22.0
2018-09-11 03:00:00,靜心湖站,121.01372,24.77834,0.61,2.8,16.0,9.8,6.8,17.0,13.0,3.0,1.82,0.24,2.06,29.8,0.0,24.1,94.3,21.0
2018-09-11 04:00:00,力行站,121.016270,24.766508,0.7,10.1,9.4,19.5,3.2,17.0,2.0,5.1,2.07,0.14,2.21,209.0,0.3,23.6,96.4,11.0
2018-09-11 04:00:00,興業站,120.989823,24.778000,0.56,6.4,21.1,27.5,4.9,20.0,13.0,1.6,2.04,0.12,2.17,170.0,1.0,24.3,92.4,24.0
2018-09-11 04:00:00,靜心湖站,121.01372,24.77834,0.63,3.8,15.6,19.5,6.5,18.0,11.0,3.2,2.08,0.33,2.41,195.1,0.1,24.2,94.7,23.0
2018-09-11 05:00:00,力行站,121.016270,24.766508,0.83,2.6,10.5,13.1,4.1,20.0,7.0,5.0,2.06,0.15,2.21,161.0,0.3,24.5,96.3,12.0
2018-09-11 05:00:00,興業站,120.989823,24.778000,0.63,20.5,28.5,49.0,4.0,32.0,18.0,2.9,2.08,0.13,2.22,141.0,0.5,25.0,90.6,29.0
2018-09-11 05:00:00,靜心湖站,121.01372,24.77834,0.72,4.4,17.2,13.1,7.7,21.0,14.0,3.8,2.3,0.28,2.58,87.5,0.2,25.2,90.9,27.0
2018-09-11 06:00:00,力行站,121.016270,24.766508,1.2,18.1,20.8,38.9,7.6,33.0,12.0,5.6,2.13,0.26,2.4,256.0,0.4,26.5,87.7,13.0
2018-09-11 06:00:00,興業站,120.989823,24.778000,0.74,19.0,28.1,47.1,7.6,47.0,23.0,3.5,2.12,0.26,2.38,60.0,0.5,26.9,84.3,34.0
2018-09-11 06:00:00,靜心湖站,121.01372,24.77834,0.87,8.3,16.3,38.9,12.2,28.0,18.0,4.4,2.46,0.43,2.89,18.3,0.4,27.5,82.1,31.0
2018-09-11 07:00:00,力行站,121.016270,24.766508,1.19,11.8,18.2,29.9,14.4,38.0,14.0,5.4,2.11,0.19,2.31,103.0,1.5,29.2,75.7,20.0
2018-09-11 07:00:00,靜心湖站,121.01372,24.77834,0.88,6.2,14.4,29.9,21.0,35.0,18.0,4.2,2.0,0.34,2.34,81.7,0.5,29.8,73.1,35.0
2018-09-11 08:00:00,力行站,121.016270,24.766508,0.94,12.2,17.8,30.1,19.5,30.0,14.0,4.7,2.07,0.14,2.21,108.0,2.6,29.3,76.4,21.0
2018-09-11 08:00:00,興業站,120.989823,24.778000,0.87,11.0,18.1,29.1,15.4,47.0,22.0,3.1,2.13,0.29,2.43,124.0,1.5,29.3,74.9,47.0
2018-09-11 08:00:00,靜心湖站,121.01372,24.77834,0.75,3.1,12.1,30.1,25.9,31.0,14.0,5.4,1.27,0.3,1.57,98.1,0.8,30.3,72.1,39.0
2018-09-11 09:00:00,力行站,121.016270,24.766508,0.88,5.9,20.2,26.1,32.8,31.0,13.0,5.3,2.05,0.16,2.21,107.0,1.0,31.5,68.2,28.0
2018-09-11 09:00:00,興業站,120.989823,24.778000,0.69,8.1,19.3,27.4,21.8,37.0,18.0,2.5,2.13,0.24,2.38,112.0,1.8,30.0,73.0,51.0
2018-09-11 09:00:00,靜心湖站,121.01372,24.77834,0.7,1.4,9.7,26.1,44.2,24.0,13.0,5.1,1.7,0.26,1.96,113.2,0.8,32.2,65.2,42.0
2018-09-11 10:00:00,力行站,121.016270,24.766508,0.93,4.1,24.9,29.0,50.5,41.0,19.0,5.6,2.13,0.18,2.31,305.0,1.7,30.5,71.3,31.0
2018-09-11 10:00:00,興業站,120.989823,24.778000,0.67,1.6,10.9,12.5,64.4,38.0,18.0,2.4,2.22,0.23,2.46,336.0,2.5,30.3,73.4,50.0
2018-09-11 10:00:00,靜心湖站,121.01372,24.77834,0.76,0.5,9.9,29.0,63.8,29.0,17.0,4.3,1.9,0.16,2.06,320.3,1.0,30.6,72.7,43.0
2018-09-11 11:00:00,力行站,121.016270,24.766508,0.94,2.5,21.6,24.0,73.1,51.0,26.0,6.1,2.12,0.2,2.33,342.0,1.6,30.6,72.0,36.0
2018-09-11 11:00:00,興業站,120.989823,24.778000,0.67,0.9,10.1,11.0,82.5,50.0,24.0,2.7,2.17,0.17,2.34,359.0,2.0,31.8,67.8,51.0
2018-09-11 11:00:00,靜心湖站,121.01372,24.77834,0.78,0.3,9.0,24.0,73.8,40.0,24.0,2.8,1.9,0.74,0.64,352.4,2.0,30.6,72.2,45.0
2018-09-11 12:00:00,力行站,121.016270,24.766508,0.92,2.2,23.6,25.8,73.3,51.0,28.0,5.8,2.11,0.19,2.31,324.0,1.3,31.1,70.4,44.0
2018-09-11 12:00:00,興業站,120.989823,24.778000,0.66,0.5,9.1,9.6,85.6,44.0,24.0,2.2,2.14,0.16,2.3,328.0,2.0,32.0,67.0,54.0
2018-09-11 12:00:00,靜心湖站,121.01372,24.77834,0.76,0.3,8.8,25.8,83.6,42.0,25.0,0.8,1.89,0.74,2.63,347.3,1.6,31.3,70.1,50.0
2018-09-11 13:00:00,力行站,121.016270,24.766508,0.89,2.9,24.0,27.0,76.7,49.0,27.0,5.9,2.12,0.2,2.32,328.0,1.4,31.8,68.0,53.0
2018-09-11 13:00:00,興業站,120.989823,24.778000,0.63,0.2,8.4,8.6,86.7,42.0,24.0,2.5,2.14,0.12,2.27,318.0,1.5,32.0,65.5,58.0
2018-09-11 13:00:00,靜心湖站,121.01372,24.77834,0.73,0.4,8.8,27.0,91.3,985.0,896.0,2.1,1.95,0.77,2.72,342.3,1.7,31.6,68.2,56.0
2018-09-11 14:00:00,力行站,121.016270,24.766508,0.88,1.5,18.0,19.6,74.6,48.0,27.0,5.9,2.12,0.21,2.34,108.0,1.0,31.3,73.7,60.0
2018-09-11 14:00:00,興業站,120.989823,24.778000,0.62,0.4,8.7,9.1,87.6,40.0,26.0,2.5,2.15,0.15,2.31,320.0,1.5,31.8,65.5,63.0
2018-09-11 15:00:00,力行站,121.016270,24.766508,0.91,1.0,21.0,22.0,68.0,52.0,26.0,6.2,2.12,0.18,2.29,257.0,1.0,30.1,75.4,65.0
2018-09-11 15:00:00,興業站,120.989823,24.778000,0.61,0.5,12.9,13.4,83.0,44.0,27.0,3.8,2.17,0.13,2.31,297.0,1.1,29.7,74.1,69.0
2018-09-11 15:00:00,靜心湖站,121.01372,24.77834,0.58,0.0,15.8,22.0,86.7,42.0,28.0,1.6,1.68,0.4,2.08,249.5,0.4,30.8,72.5,78.0
2018-09-11 16:00:00,力行站,121.016270,24.766508,1.09,1.0,27.7,28.7,59.8,57.0,26.0,5.9,2.15,0.18,2.34,327.0,1.6,29.2,77.9,68.0
2018-09-11 16:00:00,興業站,120.989823,24.778000,0.74,0.6,17.7,18.3,72.6,53.0,27.0,3.9,2.16,0.23,2.39,1.0,1.9,29.1,75.5,97.0
2018-09-11 16:00:00,靜心湖站,121.01372,24.77834,0.77,0.1,15.5,28.7,80.8,44.0,28.0,1.2,1.7,0.35,2.05,342.5,1.3,29.5,75.7,103.0
2018-09-11 17:00:00,力行站,121.016270,24.766508,1.14,1.6,34.3,35.9,58.1,58.0,32.0,6.6,2.12,0.24,2.37,320.0,1.6,28.5,76.4,81.0
2018-09-11 17:00:00,興業站,120.989823,24.778000,0.77,0.7,17.7,18.4,71.0,51.0,29.0,2.9,2.17,0.19,2.36,358.0,1.5,28.1,77.7,116.0
2018-09-11 18:00:00,力行站,121.016270,24.766508,0.96,0.5,16.6,17.0,54.5,54.0,31.0,5.5,2.13,0.18,2.31,227.0,0.8,27.6,83.2,91.0
2018-09-11 18:00:00,興業站,120.989823,24.778000,0.67,0.5,13.2,13.7,69.1,51.0,31.0,3.1,2.13,0.18,2.31,271.0,1.0,28.0,81.4,130.0
2018-09-11 19:00:00,力行站,121.016270,24.766508,0.91,0.4,12.9,13.3,44.9,51.0,30.0,4.9,2.13,0.12,2.25,217.0,0.3,27.1,89.3,91.0
2018-09-11 19:00:00,興業站,120.989823,24.778000,0.65,0.2,24.8,25.0,72.5,71.0,36.0,3.1,2.12,0.22,2.35,265.0,0.7,27.7,86.0,133.0
2018-09-11 19:00:00,靜心湖站,121.01372,24.77834,0.77,0.0,14.2,13.3,72.3,39.0,29.0,2.4,2.03,0.21,2.24,202.8,0.1,28.1,84.3,143.0
2018-09-11 20:00:00,力行站,121.016270,24.766508,0.85,0.5,10.1,10.6,44.8,55.0,31.0,4.9,2.07,0.16,2.24,186.0,0.3,27.0,90.7,81.0
2018-09-11 20:00:00,興業站,120.989823,24.778000,0.65,0.4,33.6,34.1,54.0,85.0,37.0,3.3,2.19,0.16,2.35,215.0,0.8,27.6,85.4,130.0
2018-09-11 21:00:00,力行站,121.016270,24.766508,0.81,0.3,9.3,9.5,34.8,57.0,29.0,5.1,2.08,0.21,2.29,258.0,0.2,26.9,91.1,83.0
2018-09-11 21:00:00,興業站,120.989823,24.778000,0.59,0.4,23.0,23.3,46.8,81.0,33.0,2.8,2.17,0.16,2.34,230.0,0.7,27.4,87.6,116.0
2018-09-11 22:00:00,力行站,121.016270,24.766508,0.75,0.3,8.2,8.5,27.0,50.0,25.0,5.0,2.08,0.15,2.23,218.0,0.2,26.6,92.4,84.0
2018-09-11 22:00:00,興業站,120.989823,24.778000,0.62,0.7,33.0,33.7,24.6,72.0,34.0,2.5,2.2,0.18,2.38,159.0,0.7,27.1,89.1,100.0
2018-09-11 23:00:00,力行站,121.016270,24.766508,0.78,0.5,13.1,13.6,25.7,48.0,24.0,4.2,2.09,0.17,2.26,104.0,0.3,26.3,93.4,83.0
2018-09-11 23:00:00,興業站,120.989823,24.778000,0.72,1.3,31.9,33.2,26.0,67.0,34.0,2.9,2.15,0.13,2.29,153.0,0.5,26.8,89.4,92.0
2018-09-12 00:00:00,力行站,121.016270,24.766508,0.74,1.0,15.0,16.0,15.6,57.0,28.0,3.8,2.25,0.12,2.36,221.0,0.6,26.1,94.4,80.0
2018-09-12 00:00:00,興業站,120.989823,24.778000,0.62,0.5,15.2,15.7,28.8,66.0,26.0,2.5,2.23,0.08,2.32,282.0,1.3,26.7,91.3,92.0
2018-09-12 01:00:00,力行站,121.016270,24.766508,0.68,0.4,9.5,10.0,14.9,56.0,25.0,3.6,2.16,0.13,2.29,174.0,0.2,26.1,95.3,79.0
2018-09-12 01:00:00,興業站,120.989823,24.778000,0.63,2.3,28.5,30.8,12.8,64.0,24.0,2.7,2.16,0.17,2.34,177.0,0.7,26.5,93.2,89.0
2018-09-12 02:00:00,力行站,121.016270,24.766508,0.64,0.2,9.4,9.5,13.3,50.0,21.0,4.1,2.09,0.15,2.24,197.0,0.2,25.9,94.8,78.0
2018-09-12 02:00:00,興業站,120.989823,24.778000,0.63,3.6,23.3,26.9,12.3,63.0,27.0,2.6,2.15,0.11,2.27,170.0,0.9,26.3,92.8,86.0
2018-09-12 02:00:00,靜心湖站,121.01372,24.77834,0.59,0.0,16.5,9.5,13.2,45.0,24.0,3.7,2.33,0.26,2.59,179.3,0.4,26.7,91.0,85.0
2018-09-12 03:00:00,力行站,121.016270,24.766508,0.6,3.1,8.6,11.6,12.8,45.0,21.0,3.7,2.09,0.17,2.26,239.0,0.3,25.7,94.1,76.0
2018-09-12 03:00:00,興業站,120.989823,24.778000,0.64,4.2,20.4,24.7,13.8,62.0,26.0,2.1,2.12,0.12,2.24,187.0,0.8,26.0,93.3,84.0
2018-09-12 03:00:00,靜心湖站,121.01372,24.77834,0.59,0.3,22.3,11.6,13.8,43.0,28.0,3.5,2.22,0.17,2.39,224.4,0.1,26.6,90.4,84.0
2018-09-12 04:00:00,力行站,121.016270,24.766508,0.63,4.1,9.3,13.3,6.1,42.0,20.0,4.0,2.11,0.15,2.27,254.0,0.2,25.6,94.5,75.0
2018-09-12 04:00:00,興業站,120.989823,24.778000,0.6,1.0,16.2,17.2,19.8,61.0,24.0,1.8,2.09,0.13,2.22,262.0,0.8,26.1,93.2,81.0
2018-09-12 04:00:00,靜心湖站,121.01372,24.77834,0.55,0.1,9.4,13.3,16.0,43.0,29.0,3.6,2.19,0.18,2.37,213.8,0.1,26.6,89.8,83.0
2018-09-12 05:00:00,力行站,121.016270,24.766508,0.75,9.7,11.6,21.3,5.0,41.0,18.0,3.6,2.11,0.15,2.26,258.0,0.4,25.8,94.4,72.0
2018-09-12 05:00:00,靜心湖站,121.01372,24.77834,0.56,0.6,10.3,21.3,13.6,32.0,21.0,3.2,2.25,0.23,2.48,2.0,0.3,26.3,94.5,81.0
2018-09-12 06:00:00,力行站,121.016270,24.766508,1.0,15.0,15.8,30.7,6.6,34.0,16.0,3.8,2.06,0.21,2.26,209.0,0.5,26.4,96.0,68.0
2018-09-12 06:00:00,興業站,120.989823,24.778000,0.57,0.6,10.2,10.8,21.3,38.0,16.0,1.7,2.06,0.09,2.16,4.0,1.3,26.0,97.1,77.0
2018-09-12 06:00:00,靜心湖站,121.01372,24.77834,0.88,11.5,23.4,30.7,8.6,20.0,15.0,3.0,2.4,0.25,2.65,159.4,0.3,26.3,96.9,79.0
2018-09-12 07:00:00,力行站,121.016270,24.766508,0.8,10.1,15.9,26.0,13.1,26.0,10.0,3.8,2.04,0.13,2.17,248.0,0.5,27.4,92.2,65.0
2018-09-12 07:00:00,興業站,120.989823,24.778000,0.81,5.3,20.4,25.6,19.0,29.0,13.0,2.6,2.06,0.13,2.19,349.0,0.8,27.1,94.1,69.0
2018-09-12 07:00:00,靜心湖站,121.01372,24.77834,0.85,6.9,15.3,26.0,19.4,26.0,17.0,3.1,2.25,0.28,2.53,269.3,0.1,28.0,87.9,75.0
2018-09-12 08:00:00,力行站,121.016270,24.766508,0.97,17.8,30.7,48.5,12.5,32.0,13.0,3.8,2.05,0.17,2.22,321.0,1.5,28.1,86.4,59.0
2018-09-12 08:00:00,興業站,120.989823,24.778000,0.64,2.7,13.8,16.5,25.8,39.0,14.0,2.0,2.05,0.15,2.21,348.0,1.5,27.9,89.3,63.0
2018-09-12 08:00:00,靜心湖站,121.01372,24.77834,0.59,3.0,10.6,48.5,25.9,31.0,15.0,3.7,2.08,0.12,2.2,341.4,1.6,28.5,84.7,70.0
2018-09-12 09:00:00,力行站,121.016270,24.766508,0.68,10.9,24.3,35.2,19.3,43.0,19.0,4.0,2.01,0.17,2.18,329.0,1.5,28.1,85.1,55.0
2018-09-12 09:00:00,興業站,120.989823,24.778000,0.55,2.7,12.9,15.6,37.7,38.0,13.0,1.9,1.97,0.09,2.06,347.0,1.7,27.9,87.1,58.0
2018-09-12 09:00:00,靜心湖站,121.01372,24.77834,0.43,0.9,5.3,35.2,34.2,32.0,11.0,2.4,1.86,0.14,2.0,339.6,1.5,28.1,84.4,64.0
2018-09-12 10:00:00,力行站,121.016270,24.766508,0.71,8.5,19.9,28.4,22.8,44.0,15.0,4.0,2.02,0.14,2.16,323.0,1.9,28.3,83.5,54.0
2018-09-12 10:00:00,興業站,120.989823,24.778000,0.54,1.9,9.5,11.4,38.0,35.0,11.0,1.6,1.96,0.09,2.06,359.0,1.7,28.6,82.7,55.0
2018-09-12 10:00:00,靜心湖站,121.01372,24.77834,0.44,0.5,4.6,28.4,36.7,30.0,11.0,2.2,1.93,0.13,2.06,341.4,1.9,28.3,84.0,59.0
2018-09-12 11:00:00,力行站,121.016270,24.766508,0.8,4.2,16.2,20.4,33.2,40.0,13.0,3.8,1.99,0.16,2.15,330.0,1.8,29.1,79.5,53.0
2018-09-12 11:00:00,興業站,120.989823,24.778000,0.55,1.4,6.5,7.9,45.0,30.0,12.0,1.8,2.02,0.07,2.09,1.0,2.0,30.0,75.8,52.0
2018-09-12 11:00:00,靜心湖站,121.01372,24.77834,0.43,0.4,3.9,20.4,43.9,27.0,13.0,2.1,1.94,0.15,2.09,341.4,1.8,29.3,78.7,56.0
2018-09-12 12:00:00,力行站,121.016270,24.766508,1.24,6.4,23.3,29.7,31.3,38.0,13.0,3.8,1.98,0.15,2.13,319.0,1.5,29.3,77.8,53.0
2018-09-12 12:00:00,興業站,120.989823,24.778000,0.56,1.0,5.9,6.9,48.3,29.0,14.0,1.8,1.98,0.11,2.1,347.0,1.8,30.3,74.0,50.0
2018-09-12 12:00:00,靜心湖站,121.01372,24.77834,0.44,0.4,4.2,29.7,48.2,27.0,13.0,2.0,1.9,0.14,2.04,339.4,1.4,29.5,77.0,52.0
2018-09-12 13:00:00,力行站,121.016270,24.766508,0.96,4.8,20.5,25.3,34.6,39.0,13.0,3.5,2.02,0.14,2.16,328.0,1.8,29.3,76.8,51.0
2018-09-12 13:00:00,興業站,120.989823,24.778000,0.55,1.0,5.9,6.9,48.7,32.0,16.0,1.8,2.02,0.07,2.09,2.0,2.2,29.7,75.0,48.0
2018-09-12 13:00:00,靜心湖站,121.01372,24.77834,0.41,0.2,3.5,25.3,48.8,27.0,11.0,2.1,1.91,0.11,2.02,343.5,1.6,29.5,76.4,50.0
2018-09-12 14:00:00,力行站,121.016270,24.766508,0.74,5.9,18.4,24.3,32.4,37.0,14.0,3.6,2.01,0.18,2.19,346.0,2.0,29.4,78.3,48.0
2018-09-12 14:00:00,興業站,120.989823,24.778000,0.55,0.6,5.7,6.3,46.9,32.0,14.0,2.1,1.97,0.1,2.07,359.0,2.4,29.8,76.1,48.0
2018-09-12 14:00:00,靜心湖站,121.01372,24.77834,0.43,0.2,4.2,24.3,45.4,28.0,11.0,1.7,1.91,0.12,2.03,343.2,1.5,29.6,77.9,47.0
2018-09-12 15:00:00,力行站,121.016270,24.766508,0.72,4.2,18.5,22.7,33.7,39.0,15.0,3.8,2.02,0.2,2.23,45.0,2.0,29.6,77.8,46.0
2018-09-12 15:00:00,興業站,120.989823,24.778000,0.56,0.9,7.7,8.6,45.5,35.0,13.0,2.3,1.95,0.09,2.04,11.0,1.8,30.1,74.6,47.0
2018-09-12 15:00:00,靜心湖站,121.01372,24.77834,0.46,0.6,7.2,22.7,44.0,30.0,12.0,2.0,1.98,0.16,2.14,355.2,2.0,29.5,77.6,46.0
2018-09-12 16:00:00,力行站,121.016270,24.766508,0.94,3.6,20.6,24.2,31.4,43.0,17.0,3.8,2.07,0.23,2.3,40.0,2.3,29.1,79.5,47.0
2018-09-12 16:00:00,興業站,120.989823,24.778000,0.68,1.5,16.5,18.1,40.1,38.0,16.0,2.8,1.98,0.17,2.15,20.0,1.6,29.1,79.0,46.0
2018-09-12 16:00:00,靜心湖站,121.01372,24.77834,0.53,0.2,8.8,24.2,44.7,34.0,15.0,1.7,2.03,0.2,2.23,359.1,1.9,29.0,80.0,44.0
2018-09-12 17:00:00,力行站,121.016270,24.766508,0.96,3.0,22.9,25.9,29.6,46.0,22.0,4.3,2.06,0.22,2.28,38.0,2.0,28.4,82.1,48.0
2018-09-12 17:00:00,興業站,120.989823,24.778000,0.81,2.1,22.1,24.2,36.1,42.0,19.0,3.3,2.02,0.16,2.18,19.0,1.4,27.9,83.8,46.0
