採樣時間,經度,緯度,一氧化碳,一氧化氮,二氧化氮,氮氧化物,臭氧,懸浮微粒,細懸浮微粒,二氧化硫,甲烷,非甲烷碳氫化合物,總碳氫化合物,風向,風速,溫度,相對濕度,空氣品質指標,空氣品質指標
43404.41667,120.989823,24.778,0.47,1,9.3,10.3,52.1,985,10,2.6,2.38,0.12,2.5,54,3.6,22.5,70.7,0,72
43404.41667,121.01372,24.77834,0.53,1,5,18.5,53.1,21,6,2.4,2.24,0.33,2.57,33.8,2.7,22.7,68.5,1,81
43404.45833,121.01627,24.766508,0.9,4.3,11.2,15.5,44.9,20,5,3.1,2.09,0.12,2.21,52,4.6,22,70.3,0,48
43404.45833,120.989823,24.778,0.48,1.5,8.1,9.7,49.8,19,6,3.4,2.38,0.12,2.5,52,3.5,23.4,65.4,0,62
43404.45833,121.01372,24.77834,0.5,1,4.8,15.5,52.9,18,7,2.3,2.25,0.3,2.55,40.7,2.8,22.2,68.6,0,75
43404.5,121.01627,24.766508,0.94,5.1,14,19.1,42.2,20,8,3.6,2.12,0.17,2.29,60,4.6,21.9,70.3,0,45
43404.5,120.989823,24.778,0.49,1.2,8,9.1,49.6,17,4,2,2.38,0.11,2.49,60,3.6,22.6,66.3,0,56
43404.5,121.01372,24.77834,0.49,0.7,4.4,19.1,52.3,15,7,2.3,2.15,0.27,2.42,44.4,2.4,22,68.6,0,65
43404.54167,121.01627,24.766508,0.93,5,15.5,20.5,41,18,9,3.6,2.13,0.14,2.27,64,4.1,21.2,73.1,0,44
43404.54167,120.989823,24.778,0.46,0.7,7.9,8.6,48.7,13,7,2.2,2.35,0.12,2.46,58,3.7,22.2,67.2,0,50
43404.54167,121.01372,24.77834,0.49,0.5,4.4,20.5,52.1,15,9,2.2,2.29,0.29,2.58,47.6,2.3,21.3,71.7,0,62
43404.58333,121.01627,24.766508,0.93,3.6,14.9,18.4,41.9,18,9,2.5,2.11,0.16,2.28,64,4.4,20.5,76.2,0,43
43404.58333,120.989823,24.778,0.43,0.3,8.7,9,48.2,10,10,2,2.36,0.12,2.48,62,3.2,21.4,70.1,0,49
43404.58333,121.01372,24.77834,0.51,0.5,5.2,18.4,51.8,16,11,2.5,2.29,0.3,2.59,57.1,2,20.5,75.4,0,56
43404.625,121.01627,24.766508,0.98,3.3,15.1,18.4,41.8,20,12,2.5,2.18,0.14,2.32,55,4.1,19.1,85.5,0,42
43404.625,120.989823,24.778,0.42,0.3,9,9.3,49.1,12,10,1.9,2.38,0.11,2.49,65,4.2,20.5,74.3,0,47
43404.625,121.01372,24.77834,0.52,0.5,6.3,18.4,51,17,10,2.5,2.21,0.21,2.42,48.7,2.2,19.2,84.2,0,53
43404.66667,121.01627,24.766508,1.08,4.2,14.8,19,42.6,19,13,2.1,2.18,0.19,2.37,43,4.7,18.9,84,0,40
43404.66667,120.989823,24.778,0.45,0.5,10.3,10.8,47.2,17,12,1.5,2.37,0.13,2.49,58,3.4,19.1,84.4,0,46
43404.66667,121.01372,24.77834,0.54,0.4,6.8,19,51.9,17,11,2.3,2.12,0.35,2.47,25.6,2.4,19.1,82.1,0,50
43404.70833,121.01627,24.766508,1.08,4,16.6,20.7,43.1,19,12,1.5,2.17,0.14,2.32,48,4.6,19.2,81.9,0,40
43404.70833,120.989823,24.778,0.5,0.6,10.2,10.7,50.8,11,13,1.6,2.41,0.12,2.52,50,3.7,19.2,80.3,0,45
43404.70833,121.01372,24.77834,0.56,0.4,6.7,20.7,53.7,18,13,2.3,2.19,0.35,2.54,27.9,2.5,19.4,79.9,0,49
43404.75,121.01627,24.766508,1.06,3.6,14.4,18,46.1,20,15,2.4,2.09,0.15,2.24,51,4.8,19.2,80.9,0,40
43404.75,120.989823,24.778,0.49,0.6,10.2,10.9,51.6,17,15,1.6,2.4,0.14,2.53,58,4,19.1,79.5,0,45
43404.75,121.01372,24.77834,0.56,0.5,6.2,18,55.5,23,13,2.6,2.31,0.35,2.66,41.9,3.1,19.3,79.4,0,48
43404.79167,121.01627,24.766508,0.97,1.9,10.1,12,50.2,23,14,1.9,2,0.18,2.18,49,5.5,19.1,81.4,0,40
43404.79167,120.989823,24.778,0.45,0.1,8.8,8.7,53.5,22,12,1.7,2.39,0.11,2.5,62,4.5,19,80.6,0,45
43404.79167,121.01372,24.77834,0.54,0.4,5.1,12,57,22,13,2.5,2.31,0.29,2.6,36.7,2.9,19.2,80.1,0,49
43404.83333,121.01627,24.766508,0.94,1.5,8.2,9.7,51.5,17,12,1.3,2.04,0.07,2.12,59,5.4,19.7,75.7,0,41
43404.83333,120.989823,24.778,0.4,0.4,6.7,7.1,55.6,19,5,1.7,2.38,0.08,2.46,59,5.2,19.7,74.2,0,46
43404.83333,121.01372,24.77834,0.51,0.4,3.4,9.7,58,17,8,2,2.13,0.27,2.4,42.7,3.2,19.7,75,0,49
43404.875,121.01627,24.766508,0.92,1.3,7.7,9,51.2,11,12,1.7,2.11,0.15,2.26,55,4.7,20.2,73,0,42
43404.875,120.989823,24.778,0.4,0.3,5.8,6.1,54.7,10,3,1.6,2.37,0.1,2.47,58,4.6,19.9,73.5,0,47
43404.875,121.01372,24.77834,0.5,0.4,2.6,9,57.5,12,6,1.8,2.11,0.25,2.36,39,2.9,20.2,73.1,0,50
43404.91667,121.01627,24.766508,0.94,1.2,8.8,10,49.6,11,9,1.4,2.15,0.15,2.3,56,4.1,20.5,74.1,0,43
43404.91667,120.989823,24.778,0.41,0.2,5.8,5.9,53.8,8,4,1.5,2.36,0.11,2.47,55,4.3,20.5,73,0,47
43404.91667,121.01372,24.77834,0.5,0.4,2.5,10,56.2,7,7,1.9,2.23,0.23,2.46,37.6,2.6,20.5,74,0,53
43404.95833,121.01627,24.766508,0.91,1.2,9.3,10.5,48.6,8,7,1.7,2.12,0.17,2.29,63,4.2,20,78.4,0,44
43404.95833,120.989823,24.778,0.42,0,6.2,6.1,54.2,7,3,1.7,2.37,0.09,2.46,59,4.2,20.2,75.4,0,48
43404.95833,121.01372,24.77834,0.51,0.4,2.6,10.5,56.3,6,6,1.6,2.18,0.24,2.42,48,2.3,20.1,77.1,0,53
43405,121.01627,24.766508,0.57,1.2,8.1,9.3,50.7,13,7,1.9,2.11,0.13,2.25,69,4.7,20.3,76.7,0,44
43405,121.01372,24.77834,0.52,0.5,2.5,9.3,57.5,10,9,1.6,1.96,0.25,2.21,53.3,1.9,20.3,75.5,0,56
43405.04167,121.01627,24.766508,0.66,1.1,7.9,9,48.7,16,9,1.9,2.14,0.11,2.25,67,4.2,19.4,84.8,0,45
43405.04167,120.989823,24.778,0.43,0,5.7,5.3,55.5,6,2,2.4,2.34,0.08,2.42,63,4.2,20.3,74.1,0,50
43405.04167,121.01372,24.77834,0.53,0.2,2.5,9,56.8,14,10,1.6,2.09,0.22,2.31,62.4,1.7,19.5,82.8,0,56
43405.08333,121.01627,24.766508,0.58,1.5,8.5,9.9,49.7,11,11,1.2,2.08,0.13,2.21,64,3.7,20.1,79.2,0,46
43405.08333,120.989823,24.778,0.43,0.1,5.4,5.4,54.8,7,6,2.5,2.29,0.11,2.41,66,3.6,19.4,82.6,0,50
43405.08333,121.01372,24.77834,0.51,0.1,2.3,9.9,57.1,13,7,2,2.03,0.27,2.3,53.8,1.8,20.2,77.5,0,59
43405.125,120.989823,24.778,0.41,0.1,3.8,3.6,55.4,10,6,2.5,2.34,0.1,2.44,68,3.4,20.1,77.1,0,53
43405.125,121.01372,24.77834,0.52,0.3,2.3,11.7,56.7,12,10,1.8,1.94,0.18,2.12,50.4,1.7,19.5,83,0,59
43405.16667,121.01627,24.766508,0.59,1.4,10.3,11.7,48.2,11,9,2,2.12,0.17,2.29,59,3.3,19.4,85.1,0,46
43405.16667,120.989823,24.778,0.42,0.2,5.6,5.7,53.7,12,6,2.4,2.35,0.12,2.47,61,3.4,19.7,81.1,0,53
43405.16667,121.01372,24.77834,0.53,0.5,2.7,11.8,56,7,12,1.8,1.95,0.25,2.2,48.9,1.8,19.1,85.8,0,59
43405.25,121.01627,24.766508,0.68,3.1,14,17.1,45.5,17,11,2.3,2.14,0.11,2.24,53,3.7,19.5,84.3,0,45
43405.25,120.989823,24.778,0.45,0.1,6.8,6.8,53.5,12,9,2.3,2.38,0.11,2.49,55,3.7,19.4,83.1,0,50
43405.25,121.01372,24.77834,0.55,0.5,3.2,17.1,56.4,10,11,2.1,1.97,0.3,2.27,41.1,2,19.6,82.3,0,59
43405.29167,121.01627,24.766508,0.86,6.4,21.2,27.5,39,26,15,2.6,2.22,0.17,2.39,49,4,19.3,83.1,0,44
43405.29167,121.01372,24.77834,0.62,0.6,7.2,27.5,52,20,17,1.9,2.15,0.29,2.44,38.5,2.7,19.5,80.1,0,56
43405.33333,121.01627,24.766508,0.71,5.7,17.2,22.9,41.4,27,20,2,2.18,0.13,2.31,51,4.6,19.7,80.4,0,43
43405.33333,120.989823,24.778,0.56,0.9,11,11.9,48.8,18,9,2.3,2.4,0.15,2.54,54,3.4,19.2,81.6,0,49
43405.33333,121.01372,24.77834,0.57,0.7,6.9,22.9,52.7,23,16,2,2.17,0.34,2.51,35.1,3,20,77,0,56
43405.375,121.01627,24.766508,0.62,6,15.5,21.5,40.8,21,15,2.4,2.12,0.1,2.22,43,4.9,20.5,74.9,0,42
43405.375,120.989823,24.778,0.51,1,10,11,49.4,21,13,2.3,2.43,0.12,2.55,53,4.1,19.7,78.3,0,48
43405.375,121.01372,24.77834,0.53,0.8,6.1,21.5,51.3,24,13,2,2.22,0.2,2.42,22.1,2.7,20.7,72.8,0,53
43405.41667,121.01627,24.766508,0.6,5,11.8,16.7,40.5,20,12,2.5,2.08,0.15,2.23,46,5,20.8,75.7,0,44
43405.41667,120.989823,24.778,0.44,0.7,8.1,8.9,46.1,985,10,2.5,2.4,0.15,2.55,50,3.5,20.7,74.5,0,48
43405.41667,121.01372,24.77834,0.51,0.8,4.9,16.7,49.3,20,12,1.8,2.22,0.3,2.52,25.6,3,20.9,74.1,0,53
43405.45833,121.01627,24.766508,0.6,4,10.4,14.4,40.7,17,10,2.5,2.07,0.09,2.17,43,5,21,76.6,0,44
43405.45833,120.989823,24.778,0.48,0.7,9.1,9.8,42.5,985,9,2.6,2.39,0.13,2.51,43,3.8,20.8,77.4,0,46
43405.45833,121.01372,24.77834,0.53,0.9,5.4,14.4,46.5,14,10,1.8,2.13,0.27,2.4,16.4,2.9,21.2,74.9,0,50
43405.5,121.01627,24.766508,0.61,5,12.5,17.5,37.8,16,7,2.5,2.13,0.12,2.25,43,5.1,20.4,79.8,0,42
43405.5,120.989823,24.778,0.48,1,10,11,40.8,985,10,2.9,2.36,0.13,2.48,45,3.5,20.1,80.2,0,45
43405.5,121.01372,24.77834,0.54,0.8,7.1,17.5,43.5,10,8,2.1,2.15,0.2,2.35,27.2,2.6,20.6,77.9,0,48
43405.54167,121.01627,24.766508,0.61,4.5,15.8,20.2,35.8,15,8,2.8,2.13,0.14,2.27,52,4.3,19.6,82.1,0,38
43405.54167,120.989823,24.778,0.47,0.8,10.6,11.4,40.3,985,11,2.9,2.35,0.14,2.49,50,3.8,19.3,81.6,0,44
43405.54167,121.01372,24.77834,0.53,0.8,7.5,20.2,43.6,12,7,2.4,2.09,0.36,2.45,31.6,2.9,19.8,79.6,0,47
43405.58333,121.01627,24.766508,0.59,4.8,14.5,19.3,36.6,18,7,2.9,2.11,0.16,2.27,48,4.8,19.8,77.5,0,37
43405.58333,120.989823,24.778,0.45,0.4,10.4,10.7,41.6,985,9,3,2.37,0.14,2.51,48,3.5,19.7,76.5,0,43
43405.58333,121.01372,24.77834,0.5,0.7,5.8,19.3,45.9,17,9,2.4,2.15,0.24,2.39,40.1,2.9,20,75.3,0,45
43405.625,121.01627,24.766508,0.62,4.1,14.4,18.5,36.4,20,5,2.5,2.07,0.13,2.2,55,5.2,19.8,77.5,0,36
43405.625,120.989823,24.778,0.44,0.4,9,9.4,42.5,985,8,3,2.35,0.15,2.49,50,4.2,19.7,76.9,0,42
43405.625,121.01372,24.77834,0.5,0.5,5.6,18.5,45.2,17,11,1.7,2.25,0.25,2.5,33.4,3.1,20,76.2,0,44
43405.66667,121.01627,24.766508,0.68,4.5,13.5,18,36,14,5,2.6,2.08,0.14,2.22,51,5.2,19.9,78.4,0,36
43405.66667,120.989823,24.778,0.48,0.6,8.1,8.6,42.6,985,5,2.5,2.34,0.12,2.46,46,4,19.8,77.6,0,41
43405.66667,121.01372,24.77834,0.52,0.3,5.1,18,45.4,14,9,1.8,2.24,0.32,2.56,35.6,2.9,20.1,76.6,0,44
43405.70833,121.01627,24.766508,0.68,3.9,14.8,18.7,35.7,12,5,2.2,2.07,0.17,2.23,56,4.9,20.1,77.4,0,35
43405.70833,120.989823,24.778,0.5,0.5,8.8,9.2,42.1,985,6,2.4,2.39,0.12,2.5,51,4,20,76.1,0,40
43405.70833,121.01372,24.77834,0.54,0.5,5,18.7,45.3,12,8,1.5,2.24,0.24,2.48,39,2.9,20.2,75.6,0,43
43405.75,121.01627,24.766508,0.63,4,12,16,37.6,13,7,2.2,2.06,0.13,2.19,61,4.9,20.5,73.1,0,34
43405.75,120.989823,24.778,0.46,0.4,8.2,8.6,43.2,985,7,2.4,2.39,0.12,2.52,58,4.2,20.5,71.3,0,39
43405.75,121.01372,24.77834,0.5,0.5,4.1,16,47,12,8,1.7,2.23,0.27,2.5,38,3.3,20.7,71.4,0,43
43405.79167,121.01627,24.766508,0.6,2.2,10,12.2,40.1,10,7,2.3,2.09,0.12,2.21,59,5.1,21,72.6,0,34
43405.79167,120.989823,24.778,0.43,0.8,6.7,7.4,44.7,985,3,2.4,2.38,0.12,2.51,60,4.8,21,71.1,0,39
43405.79167,121.01372,24.77834,0.5,0.4,3.4,12.2,46.8,11,5,1.6,2.24,0.24,2.48,34.9,2.9,21,72.1,0,42
43405.83333,121.01627,24.766508,0.59,1.9,9.7,11.5,38.9,6,5,2.5,2.09,0.09,2.18,62,4.7,20.5,79,0,34
43405.83333,120.989823,24.778,0.43,0.2,6,6,43.4,985,3,2.5,2.39,0.11,2.5,56,4.3,20.7,76.3,0,39
43405.83333,121.01372,24.77834,0.53,0.5,3.1,11.5,46.1,8,3,1.6,2.14,0.2,2.34,45.9,3.1,20.7,77.8,0,42
43405.875,121.01627,24.766508,0.59,1.5,9.7,11.1,37.6,9,6,2.4,2.12,0.16,2.28,64,5.1,20.1,82.3,0,34
43405.875,120.989823,24.778,0.41,0,6.5,6.4,41.7,985,4,2.6,2.38,0.13,2.5,54,3.9,20.3,79.6,0,40
43405.875,121.01372,24.77834,0.53,0.3,3.5,11.1,44.2,8,4,2.1,1.8,0.22,2.02,44.1,3,20.3,80.4,0,43
43405.91667,121.01627,24.766508,0.57,1.6,9.3,11,37.9,11,7,2.9,2.13,0.14,2.27,65,4.6,20.5,81,0,34
43405.91667,120.989823,24.778,0.41,0.1,6.3,6.3,41.8,985,5,2.8,2.36,0.11,2.48,57,3.4,20.5,79.4,0,40
43405.91667,121.01372,24.77834,0.51,0.4,3,11,44.8,7,7,2.1,1.76,0.24,2,43.7,2.4,20.6,79.6,0,43
43405.95833,121.01627,24.766508,0.59,1.4,8.9,10.3,37.6,9,5,2.2,2.12,0.12,2.24,62,4.6,21,81.8,0,35
43405.95833,120.989823,24.778,0.37,0.2,6.2,6.4,41.5,985,2,2.5,2.37,0.11,2.48,58,3.7,21.1,79.5,0,40
43405.95833,121.01372,24.77834,0.46,0.4,2.5,10.3,44.3,5,6,2.1,1.83,0.19,2.02,46,2.1,20.9,81.5,0,43
43406,121.01627,24.766508,0.57,1.4,8.6,9.9,37.4,4,4,1.8,2.05,0.11,2.16,62,4.6,21.1,83.3,0,35
43406,120.989823,24.778,0.34,0.1,5.9,5.9,40.9,985,3,2.2,2.3,0.06,2.36,54,4,21.1,81.4,0,40
43406,121.01372,24.77834,0.47,0.4,2.5,9.9,43.2,4,7,1.9,1.97,0.15,2.12,50,2.2,21.1,82.6,0,42
43406.04167,121.01627,24.766508,0.57,1.4,9.1,10.5,35.8,5,3,2,2.05,0.11,2.16,58,4.1,20.8,85.4,0,35
43406.04167,120.989823,24.778,0.37,0.1,5.1,5.2,40.6,985,3,2.1,2.25,0.1,2.34,50,3.5,20.6,84.5,0,39
43406.04167,121.01372,24.77834,0.46,0.4,2.5,10.5,43.4,5,4,2,2.01,0.24,2.25,38.1,2.5,20.9,83.8,0,42
43406.08333,121.01627,24.766508,0.57,1.7,8.7,10.4,36.5,10,3,1.6,2.04,0.13,2.17,57,4.6,20.9,85.5,0,35
43406.08333,120.989823,24.778,0.41,0.1,5.3,5.2,40,985,4,2.2,2.31,0.08,2.39,49,3.6,20.7,84.4,0,39
43406.08333,121.01372,24.77834,0.47,0.4,2.7,10.4,42.5,4,4,2.2,2.05,0.25,2.3,41.6,2.9,21,83.6,0,42
43406.125,121.01627,24.766508,0.58,1.2,8.9,10.1,36,8,3,1.9,2.08,0.1,2.18,63,4.9,21,85.4,0,35
43406.125,120.989823,24.778,0.42,0.1,5.1,5.1,39.6,985,4,2.2,2.32,0.08,2.4,53,3.6,20.9,84.6,0,39
43406.125,121.01372,24.77834,0.48,0.4,2.5,10.1,42.4,2,7,2.3,2,0.27,2.27,45.8,2.8,21.2,83.6,0,41
43406.16667,121.01627,24.766508,0.59,1.6,8.5,10.1,36.1,6,5,2,2.09,0.13,2.22,60,4.9,21.4,84,0,34
43406.16667,120.989823,24.778,0.42,0.1,5.1,5,39.9,985,4,2.1,2.31,0.09,2.4,56,4.1,21.4,82,0,38
43406.16667,121.01372,24.77834,0.49,0.4,2.1,10.1,42.7,1,5,2,2,0.2,2.2,43,2.7,21.5,82.5,0,41
43406.20833,121.01627,24.766508,0.64,3.4,11.3,14.7,33.1,8,5,2.1,2.08,0.14,2.23,61,4.6,21.7,82.7,0,34
43406.20833,120.989823,24.778,0.45,0,5.7,5.5,38.9,985,4,2.1,2.34,0.08,2.42,57,4,21.7,80.8,0,38
43406.20833,121.01372,24.77834,0.51,0.4,2.6,14.7,41.7,6,3,1.8,1.98,0.31,2.29,39.5,2.6,21.7,81.9,0,40
43406.25,121.01627,24.766508,0.79,6.2,15.9,22.1,29.3,10,4,2.3,2.08,0.15,2.23,56,4.5,21.8,83.6,0,33
43406.25,120.989823,24.778,0.52,0.6,8,8.6,36.2,985,3,2,2.35,0.11,2.47,51,3.7,21.7,82.5,0,37
43406.25,121.01372,24.77834,0.57,0.5,4.1,22.1,39.7,8,6,1.9,2.18,0.18,2.36,40.5,2.8,21.9,82.5,0,40
43406.29167,121.01627,24.766508,0.86,7.8,16.4,24.1,28.4,12,6,2.6,2.12,0.17,2.28,61,4.5,22.4,82.1,0,32
43406.29167,120.989823,24.778,0.59,1.1,9.6,10.7,34.8,985,3,2.3,2.36,0.13,2.49,52,3.6,22.3,80.8,0,37
43406.29167,121.01372,24.77834,0.62,1,5.7,24.1,38.7,7,8,1.7,1.95,0.14,2.09,41.5,2.7,22.3,81.3,0,39
43406.33333,121.01627,24.766508,0.76,8,15.9,23.8,28.8,10,8,2.5,2.13,0.14,2.27,58,4.2,23.1,80.5,0,31
43406.33333,120.989823,24.778,0.54,1.4,10.4,11.8,34.4,985,5,2.3,2.37,0.11,2.48,56,3.2,23.2,78.3,0,36
43406.33333,121.01372,24.77834,0.59,1.1,5.7,23.8,39.2,9,5,1.8,2.13,0.3,2.43,49.7,2.6,23.1,79.5,0,39
43406.375,121.01627,24.766508,0.74,8.2,16.2,24.4,30,8,5,2.2,2.18,0.11,2.29,56,3.2,24.8,76.1,0,31
43406.375,120.989823,24.778,0.47,1.7,9.4,11.1,36,9,4,2.5,2.31,0.13,2.45,67,3.2,25.1,73.1,0,35
43406.375,121.01372,24.77834,0.58,1.2,5,24.4,39.9,6,3,2,2.12,0.16,2.28,44.8,2,24.7,75.5,0,38
43406.41667,121.01627,24.766508,0.72,7,13.4,20.4,31.1,8,5,2.4,2.16,0.11,2.28,72,3.2,25.8,72.5,0,30
43406.41667,120.989823,24.778,0.51,1.6,8,9.6,38.5,7,4,2.1,2.29,0.12,2.41,83,3.2,26.1,70.2,0,34
43406.41667,121.01372,24.77834,0.59,1.2,5,20.4,40.3,6,3,1.9,2.2,0.3,2.5,51.5,1.5,25.9,71.8,0,38
43406.45833,121.01627,24.766508,0.74,5.7,12,17.7,32.1,7,4,2.1,2.19,0.11,2.3,46,3,26.1,71.8,0,30
43406.45833,120.989823,24.778,0.55,1.8,9.6,11.4,35.6,1,3,2.1,2.32,0.12,2.44,42,2.1,26.6,68.6,0,34
43406.45833,121.01372,24.77834,0.6,1.2,5,17.7,39.7,7,5,2.1,2.14,0.27,2.41,41.2,1.5,26,71.3,0,38
43406.5,121.01627,24.766508,0.75,5.8,12.2,18,30.6,7,3,2.5,2.12,0.13,2.25,42,3.8,25.4,73.9,0,29
43406.5,120.989823,24.778,0.52,1.8,10.3,12,33.8,2,3,2.2,2.3,0.13,2.43,47,2.3,25.7,72.2,0,34
43406.5,121.01372,24.77834,0.61,1.4,5.9,18,37.3,6,6,2.5,1.96,0.25,2.21,37.4,1.9,25.5,72.8,0,37
43406.54167,121.01627,24.766508,0.74,5.8,13.6,19.4,29,9,5,3,2.1,0.14,2.24,45,4,24.1,78.9,0,28
43406.54167,120.989823,24.778,0.5,1,12.7,13.7,29.8,9,6,2.7,2.29,0.15,2.44,27,2.8,23.2,82.9,0,33
43406.54167,121.01372,24.77834,0.61,1.1,9.1,19.4,33.4,8,6,2.4,1.9,0.34,2.24,0.3,2.1,23.8,80.4,0,37
43406.58333,121.01627,24.766508,0.75,7,18.1,25.2,23.3,14,7,2.9,2.09,0.13,2.22,42,3,23.7,81.8,0,28
43406.58333,120.989823,24.778,0.51,1.3,13.9,15.2,29.1,14,8,2.5,2.32,0.14,2.45,34,2.5,22.4,87.3,0,32
43406.58333,121.01372,24.77834,0.6,1,10.5,25.2,31.3,12,8,2.3,2.05,0.27,2.32,355.3,2.1,23.1,84.7,0,36
43406.625,121.01627,24.766508,0.84,5.1,21.6,26.7,20.2,17,10,3,2.09,0.17,2.25,55,2,23.2,85,0,27
43406.625,120.989823,24.778,0.51,1,15.4,16.5,26.1,17,8,2.4,2.31,0.13,2.44,30,2.2,22,90.1,0,31
43406.625,121.01372,24.77834,0.65,0.7,12.2,26.7,28,15,12,2.4,2.01,0.34,2.35,359.2,1.2,22.8,86.8,0,34
43406.66667,121.01627,24.766508,1.01,6.3,24.8,31.2,16.1,17,10,2.9,2.06,0.22,2.27,57,2.3,22.4,90.5,0,26
43406.66667,120.989823,24.778,0.55,1.5,17,18.5,23,7,10,2.4,2.31,0.08,2.39,35,2.1,21.5,93.9,0,31
43406.66667,121.01372,24.77834,0.69,0.7,14.7,31.2,23.7,12,11,2.4,2.05,0.38,2.43,20.7,1.4,22.3,89.7,0,33
43406.70833,121.01627,24.766508,1,8.8,24.7,33.4,14.1,16,12,2.5,2.06,0.21,2.27,70,2,22.2,90.4,0,25
43406.70833,120.989823,24.778,0.67,1.7,20.7,22.4,17.8,7,11,2.3,2.34,0.15,2.49,44,1.6,21.6,93.5,0,29
43406.70833,121.01372,24.77834,0.76,0.6,14.4,33.4,22.8,9,12,2.5,2.15,0.27,2.42,50.1,1,22.2,89.3,0,31
43406.75,121.01627,24.766508,0.94,6.7,23.6,30.2,14.7,16,10,2.6,2.13,0.21,2.34,74,2,22.3,88.7,0,27
43406.75,120.989823,24.778,0.7,2.6,21.3,24,16,16,8,2.2,2.35,0.12,2.47,54,1.5,22,90.6,0,27
43406.75,121.01372,24.77834,0.74,0.6,11.7,30.2,24.6,6,8,2.5,2.11,0.29,2.4,47,0.8,22.3,87.9,0,30
43406.79167,121.01627,24.766508,0.84,3.6,17.6,21.2,16.1,13,6,2.7,2.13,0.16,2.29,88,1.1,22.1,88.5,0,29
43406.79167,121.01372,24.77834,0.72,0.6,10.6,21.2,24.1,6,3,2.5,2.13,0.29,2.42,45.8,0.6,22.3,86.7,0,29
43406.83333,121.01627,24.766508,0.78,2.7,16,18.7,16.8,9,6,2.8,2.14,0.16,2.3,80,1.5,22.1,87.3,0,27
43406.83333,120.989823,24.778,0.61,0.6,16.8,17.4,19.5,11,7,2,2.36,0.14,2.5,60,1.1,22,88.8,0,25
43406.83333,121.01372,24.77834,0.79,0.9,12.9,18.7,18.5,7,7,2.5,2.1,0.28,2.38,84.8,0.2,22,88.7,0,26
43406.875,121.01627,24.766508,0.7,1.7,13.4,15,20.5,8,5,2.6,2.12,0.13,2.25,83,1.9,22.3,85.1,0,25
43406.875,120.989823,24.778,0.63,0.6,15.4,16,18.7,7,1,1.8,2.35,0.15,2.5,69,1,22.1,87.1,0,22
43406.875,121.01372,24.77834,0.67,0.6,9.8,15,24.7,4,8,2.2,1.99,0.24,2.23,81.7,0.5,22.3,85.4,0,24
43406.91667,121.01627,24.766508,0.71,1.7,13.2,14.9,21.7,8,4,2.8,2.15,0.14,2.3,92,1.7,22.3,84.5,0,22
43406.91667,120.989823,24.778,0.57,1.4,18.1,19.4,17.8,985,3,1.6,2.34,0.13,2.47,95,0.8,22.1,85.9,0,19
43406.91667,121.01372,24.77834,0.65,0.6,9.4,14.9,23,3,4,2.3,1.88,0.25,2.13,104.7,0.2,22.1,86.1,0,23
43406.95833,121.01627,24.766508,0.74,1.3,14.9,16.2,12.5,11,6,2.2,2.15,0.2,2.36,116,0.6,21.9,87.9,0,19
43406.95833,120.989823,24.778,0.52,3.4,21.8,25.2,16.4,985,3,2,2.35,0.11,2.46,104,0.4,22.3,85.4,0,18
43406.95833,121.01372,24.77834,0.55,0.4,8.8,16.2,23.3,4,5,1.4,2,0.31,2.31,104.4,0.2,22.3,85.6,0,22
43407.04167,121.01627,24.766508,0.66,1.2,13.5,14.7,13.4,16,9,2.2,2.17,0.12,2.29,97,1.3,21.6,89.5,0,22
43407.04167,120.989823,24.778,0.51,1.3,13.1,14.4,18.6,985,3,2.4,2.33,0.1,2.43,71,1,22.1,86.3,0,17
43407.04167,121.01372,24.77834,0.59,0.5,8.2,14.7,19.5,9,5,0.9,2.09,0.28,2.37,79.7,0.2,21.8,88.4,0,21
43407.08333,121.01627,24.766508,0.65,2.7,15.8,18.5,6.9,17,11,1.5,2.14,0.16,2.3,65,0.5,21.8,90.3,0,26
43407.08333,120.989823,24.778,0.5,0.1,11.1,11.2,17.8,985,3,2.2,2.26,0.13,2.39,56,0.7,22,87.3,0,17
43407.08333,121.01372,24.77834,0.6,0.6,10,18.5,8.8,9,9,0.7,2.19,0.38,2.57,314.5,0.1,21.5,92.5,0,20
43407.125,121.01627,24.766508,0.63,2.4,14.9,17.2,11.9,13,8,1.8,2.18,0.19,2.37,95,1.3,21.9,89.6,0,30
43407.125,120.989823,24.778,0.51,0.9,15.3,16.3,10.8,985,2,2.4,2.46,0.14,2.61,20,0.7,21.9,89.4,0,16
43407.125,121.01372,24.77834,0.59,0.5,10.3,17.2,12,6,8,1.1,2.13,0.41,2.54,49.3,0.1,21.5,92.7,0,23
43407.16667,121.01627,24.766508,0.69,5.3,18.2,23.6,8.1,8,7,1.8,2.28,0.21,2.49,93,0.7,21.9,90.3,0,30
43407.16667,121.01372,24.77834,0.6,1,12.6,23.6,8.1,6,8,1.1,2.16,0.39,2.55,74.8,0,21.5,92.8,0,23
43407.20833,121.01627,24.766508,0.78,14.1,20.5,34.5,3.8,14,8,2.6,2.28,0.24,2.52,54,0.8,21.9,92.9,0,29
43407.20833,120.989823,24.778,0.51,0.6,19.5,20.1,9.2,985,3,2.7,2.45,0.11,2.57,17,1,22,91.7,0,18
43407.20833,121.01372,24.77834,0.65,4.6,19.1,34.5,6.3,11,9,1.7,2.28,0.33,2.61,0.4,0.4,22.1,93.7,0,24
